text,category_value,priority_value
"Здравствуйте, пожалуйста, курьер не связался со мной перед доставкой, не понимаю в чем причина, буду благодарен за помощь, я уже пробовал разные способы, но ничего не помогло, прошу как можно скорее разобраться, буду благодарен за помощь, это происходит уже не первый раз, не понимаю в чем причина, раньше все работало нормально",1,0
"Привет, заказ долго не приходит и статус не меняется, не понимаю в чем причина, мне это очень мешает пользоваться сервисом, раньше все работало нормально, раньше все работало нормально, заранее спасибо за ответ, я уже пробовал разные способы, но ничего не помогло, это срочно для меня, прошу как можно скорее разобраться",1,0
"Добрый вечер, хочу изменить адрес доставки, но не могу, заранее спасибо за ответ, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться, заранее спасибо за ответ, я уже пробовал разные способы, но ничего не помогло, буду благодарен за помощь, не понимаю в чем причина, не понимаю в чем причина",1,0
"Добрый день, заказ долго не приходит и статус не меняется, очень надеюсь на ваше содействие, раньше все работало нормально, это происходит уже не первый раз, раньше все работало нормально, раньше все работало нормально, я уже пробовал разные способы, но ничего не помогло, мне это очень мешает пользоваться сервисом, буду благодарен за помощь",1,0
"Добрый день, заказ долго не приходит и статус не меняется, буду благодарен за помощь, буду благодарен за помощь, я уже пробовал разные способы, но ничего не помогло, прошу как можно скорее разобраться, я уже пробовал разные способы, но ничего не помогло, мне это очень мешает пользоваться сервисом, очень надеюсь на ваше содействие",1,0
"Здравствуйте, пожалуйста, курьер не связался со мной перед доставкой, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом, раньше все работало нормально, заранее спасибо за ответ, я уже пробовал разные способы, но ничего не помогло, не понимаю в чем причина, прошу как можно скорее разобраться, я уже пробовал разные способы, но ничего не помогло",1,0
"Привет, посылка отмечена как доставленная, но я её не получал, это происходит уже не первый раз, очень надеюсь на ваше содействие, не понимаю в чем причина, это срочно для меня, прошу как можно скорее разобраться, не понимаю в чем причина, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться",1,0
"Привет, посылка отмечена как доставленная, но я её не получал, заранее спасибо за ответ, буду благодарен за помощь, раньше все работало нормально, не понимаю в чем причина, буду благодарен за помощь, буду благодарен за помощь, не понимаю в чем причина, это срочно для меня, заранее спасибо за ответ, раньше все работало нормально",1,0
"Здравствуйте, хочу изменить адрес доставки, но не могу, это срочно для меня, раньше все работало нормально, буду благодарен за помощь, не понимаю в чем причина, это срочно для меня, не понимаю в чем причина, не понимаю в чем причина, буду благодарен за помощь, раньше все работало нормально, прошу как можно скорее разобраться",1,0
"Добрый день, трек-номер не отслеживается, буду благодарен за помощь, буду благодарен за помощь, я уже пробовал разные способы, но ничего не помогло, буду благодарен за помощь, это происходит уже не первый раз, раньше все работало нормально, это происходит уже не первый раз, очень надеюсь на ваше содействие, мне это очень мешает пользоваться сервисом",1,1
"Привет, хочу изменить адрес доставки, но не могу, прошу как можно скорее разобраться, это срочно для меня, мне это очень мешает пользоваться сервисом, это происходит уже не первый раз, я уже пробовал разные способы, но ничего не помогло, мне это очень мешает пользоваться сервисом, не понимаю в чем причина, это срочно для меня",1,1
"Привет, трек-номер не отслеживается, это происходит уже не первый раз, раньше все работало нормально, буду благодарен за помощь, не понимаю в чем причина, я уже пробовал разные способы, но ничего не помогло, не понимаю в чем причина, раньше все работало нормально, это срочно для меня, это срочно для меня, раньше все работало нормально",1,1
"Добрый вечер, трек-номер не отслеживается, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом, очень надеюсь на ваше содействие, буду благодарен за помощь, это срочно для меня, прошу как можно скорее разобраться, мне это очень мешает пользоваться сервисом, буду благодарен за помощь, очень надеюсь на ваше содействие",1,1
"Здравствуйте, пожалуйста, заказ долго не приходит и статус не меняется, очень надеюсь на ваше содействие, заранее спасибо за ответ, это происходит уже не первый раз, это происходит уже не первый раз, очень надеюсь на ваше содействие, заранее спасибо за ответ, это происходит уже не первый раз, прошу как можно скорее разобраться",1,1
"Добрый день, посылка отмечена как доставленная, но я её не получал, мне это очень мешает пользоваться сервисом, я уже пробовал разные способы, но ничего не помогло, заранее спасибо за ответ, очень надеюсь на ваше содействие, заранее спасибо за ответ, это происходит уже не первый раз, раньше все работало нормально, заранее спасибо за ответ",1,1
"Добрый день, курьер не связался со мной перед доставкой, это срочно для меня, это срочно для меня, не понимаю в чем причина, не понимаю в чем причина, прошу как можно скорее разобраться, заранее спасибо за ответ, это срочно для меня, прошу как можно скорее разобраться, заранее спасибо за ответ, прошу как можно скорее разобраться",1,1
"Добрый вечер, трек-номер не отслеживается, я уже пробовал разные способы, но ничего не помогло, раньше все работало нормально, прошу как можно скорее разобраться, раньше все работало нормально, это происходит уже не первый раз, это происходит уже не первый раз, буду благодарен за помощь, прошу как можно скорее разобраться, это срочно для меня",1,1
"Здравствуйте, посылка отмечена как доставленная, но я её не получал, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом, раньше все работало нормально, мне это очень мешает пользоваться сервисом, очень надеюсь на ваше содействие, не понимаю в чем причина, очень надеюсь на ваше содействие, не понимаю в чем причина",1,1
"Здравствуйте, пожалуйста, курьер не связался со мной перед доставкой, это срочно для меня, мне это очень мешает пользоваться сервисом, мне это очень мешает пользоваться сервисом, раньше все работало нормально, не понимаю в чем причина, заранее спасибо за ответ, мне это очень мешает пользоваться сервисом, буду благодарен за помощь, не понимаю в чем причина",1,1
"Добрый день, посылка отмечена как доставленная, но я её не получал, буду благодарен за помощь, я уже пробовал разные способы, но ничего не помогло, прошу как можно скорее разобраться, это происходит уже не первый раз, я уже пробовал разные способы, но ничего не помогло, прошу как можно скорее разобраться, я уже пробовал разные способы, но ничего не помогло",1,1
"Здравствуйте, заказ долго не приходит и статус не меняется, раньше все работало нормально, не понимаю в чем причина, прошу как можно скорее разобраться, заранее спасибо за ответ, буду благодарен за помощь, не понимаю в чем причина, прошу как можно скорее разобраться, буду благодарен за помощь, прошу как можно скорее разобраться",1,1
"Добрый вечер, посылка отмечена как доставленная, но я её не получал, буду благодарен за помощь, раньше все работало нормально, мне это очень мешает пользоваться сервисом, не понимаю в чем причина, очень надеюсь на ваше содействие, прошу как можно скорее разобраться, это происходит уже не первый раз, буду благодарен за помощь",1,1
"Добрый день, заказ долго не приходит и статус не меняется, я уже пробовал разные способы, но ничего не помогло, это происходит уже не первый раз, это происходит уже не первый раз, я уже пробовал разные способы, но ничего не помогло, заранее спасибо за ответ, это срочно для меня, очень надеюсь на ваше содействие",1,1
"Здравствуйте, пожалуйста, трек-номер не отслеживается, это срочно для меня, прошу как можно скорее разобраться, буду благодарен за помощь, раньше все работало нормально, это срочно для меня, буду благодарен за помощь, мне это очень мешает пользоваться сервисом, это срочно для меня, раньше все работало нормально, прошу как можно скорее разобраться, прошу как можно скорее разобраться",1,1
"Добрый вечер, заказ долго не приходит и статус не меняется, это срочно для меня, буду благодарен за помощь, раньше все работало нормально, мне это очень мешает пользоваться сервисом, раньше все работало нормально, я уже пробовал разные способы, но ничего не помогло, мне это очень мешает пользоваться сервисом, заранее спасибо за ответ",1,1
"Здравствуйте, трек-номер не отслеживается, это происходит уже не первый раз, это срочно для меня, заранее спасибо за ответ, раньше все работало нормально, буду благодарен за помощь, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться, это происходит уже не первый раз, не понимаю в чем причина, очень надеюсь на ваше содействие",1,1
"Здравствуйте, пожалуйста, трек-номер не отслеживается, это срочно для меня, заранее спасибо за ответ, мне это очень мешает пользоваться сервисом, заранее спасибо за ответ, заранее спасибо за ответ, очень надеюсь на ваше содействие, заранее спасибо за ответ, это срочно для меня, прошу как можно скорее разобраться, заранее спасибо за ответ, это срочно для меня",1,1
"Добрый вечер, хочу изменить адрес доставки, но не могу, это срочно для меня, очень надеюсь на ваше содействие, очень надеюсь на ваше содействие, это срочно для меня, это происходит уже не первый раз, раньше все работало нормально, не понимаю в чем причина, прошу как можно скорее разобраться, я уже пробовал разные способы, но ничего не помогло",1,1
"Здравствуйте, курьер не связался со мной перед доставкой, заранее спасибо за ответ, буду благодарен за помощь, мне это очень мешает пользоваться сервисом, это срочно для меня, прошу как можно скорее разобраться, раньше все работало нормально, заранее спасибо за ответ, буду благодарен за помощь, это происходит уже не первый раз, заранее спасибо за ответ",1,1
"Добрый вечер, трек-номер не отслеживается, заранее спасибо за ответ, прошу как можно скорее разобраться, мне это очень мешает пользоваться сервисом, буду благодарен за помощь, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться, это срочно для меня, я уже пробовал разные способы, но ничего не помогло, очень надеюсь на ваше содействие",1,1
"Добрый день, хочу изменить адрес доставки, но не могу, раньше все работало нормально, раньше все работало нормально, мне это очень мешает пользоваться сервисом, это происходит уже не первый раз, буду благодарен за помощь, не понимаю в чем причина, раньше все работало нормально, мне это очень мешает пользоваться сервисом, это происходит уже не первый раз",1,1
"Добрый день, заказ долго не приходит и статус не меняется, прошу как можно скорее разобраться, очень надеюсь на ваше содействие, прошу как можно скорее разобраться, очень надеюсь на ваше содействие, раньше все работало нормально, раньше все работало нормально, заранее спасибо за ответ, раньше все работало нормально, раньше все работало нормально",1,1
"Здравствуйте, заказ долго не приходит и статус не меняется, это срочно для меня, прошу как можно скорее разобраться, не понимаю в чем причина, очень надеюсь на ваше содействие, это срочно для меня, раньше все работало нормально, прошу как можно скорее разобраться, очень надеюсь на ваше содействие, раньше все работало нормально",1,1
"Здравствуйте, пожалуйста, заказ долго не приходит и статус не меняется, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом, заранее спасибо за ответ, буду благодарен за помощь, прошу как можно скорее разобраться, мне это очень мешает пользоваться сервисом, очень надеюсь на ваше содействие, не понимаю в чем причина",1,1
"Добрый день, посылка отмечена как доставленная, но я её не получал, это происходит уже не первый раз, раньше все работало нормально, мне это очень мешает пользоваться сервисом, мне это очень мешает пользоваться сервисом, не понимаю в чем причина, раньше все работало нормально, прошу как можно скорее разобраться, это срочно для меня",1,1
"Привет, посылка отмечена как доставленная, но я её не получал, буду благодарен за помощь, это срочно для меня, прошу как можно скорее разобраться, буду благодарен за помощь, это происходит уже не первый раз, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться",1,1
"Добрый вечер, заказ долго не приходит и статус не меняется, я уже пробовал разные способы, но ничего не помогло, буду благодарен за помощь, я уже пробовал разные способы, но ничего не помогло, раньше все работало нормально, заранее спасибо за ответ, это происходит уже не первый раз, буду благодарен за помощь",1,1
"Привет, трек-номер не отслеживается, буду благодарен за помощь, мне это очень мешает пользоваться сервисом, я уже пробовал разные способы, но ничего не помогло, я уже пробовал разные способы, но ничего не помогло, прошу как можно скорее разобраться, буду благодарен за помощь, я уже пробовал разные способы, но ничего не помогло",1,1
"Здравствуйте, пожалуйста, посылка отмечена как доставленная, но я её не получал, очень надеюсь на ваше содействие, мне это очень мешает пользоваться сервисом, заранее спасибо за ответ, раньше все работало нормально, мне это очень мешает пользоваться сервисом, я уже пробовал разные способы, но ничего не помогло, раньше все работало нормально, не понимаю в чем причина",1,1
"Добрый вечер, посылка отмечена как доставленная, но я её не получал, прошу как можно скорее разобраться, мне это очень мешает пользоваться сервисом, буду благодарен за помощь, раньше все работало нормально, очень надеюсь на ваше содействие, не понимаю в чем причина, мне это очень мешает пользоваться сервисом, я уже пробовал разные способы, но ничего не помогло",1,1
"Добрый вечер, курьер не связался со мной перед доставкой, очень надеюсь на ваше содействие, буду благодарен за помощь, мне это очень мешает пользоваться сервисом, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться, очень надеюсь на ваше содействие, раньше все работало нормально, я уже пробовал разные способы, но ничего не помогло",1,1
"Добрый вечер, посылка отмечена как доставленная, но я её не получал, это срочно для меня, прошу как можно скорее разобраться, это происходит уже не первый раз, не понимаю в чем причина, очень надеюсь на ваше содействие, я уже пробовал разные способы, но ничего не помогло, буду благодарен за помощь, раньше все работало нормально",1,1
"Добрый вечер, заказ долго не приходит и статус не меняется, раньше все работало нормально, это срочно для меня, мне это очень мешает пользоваться сервисом, буду благодарен за помощь, не понимаю в чем причина, я уже пробовал разные способы, но ничего не помогло, прошу как можно скорее разобраться, очень надеюсь на ваше содействие",1,1
"Здравствуйте, посылка отмечена как доставленная, но я её не получал, это происходит уже не первый раз, очень надеюсь на ваше содействие, заранее спасибо за ответ, буду благодарен за помощь, не понимаю в чем причина, прошу как можно скорее разобраться, это срочно для меня, я уже пробовал разные способы, но ничего не помогло",1,1
"Привет, курьер не связался со мной перед доставкой, не понимаю в чем причина, заранее спасибо за ответ, буду благодарен за помощь, раньше все работало нормально, заранее спасибо за ответ, мне это очень мешает пользоваться сервисом, буду благодарен за помощь, буду благодарен за помощь, мне это очень мешает пользоваться сервисом, очень надеюсь на ваше содействие",1,1
"Добрый вечер, курьер не связался со мной перед доставкой, заранее спасибо за ответ, очень надеюсь на ваше содействие, я уже пробовал разные способы, но ничего не помогло, это происходит уже не первый раз, это происходит уже не первый раз, очень надеюсь на ваше содействие, очень надеюсь на ваше содействие, я уже пробовал разные способы, но ничего не помогло",1,1
"Добрый день, трек-номер не отслеживается, я уже пробовал разные способы, но ничего не помогло, не понимаю в чем причина, прошу как можно скорее разобраться, это происходит уже не первый раз, это срочно для меня, заранее спасибо за ответ, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом",1,1
"Добрый день, трек-номер не отслеживается, мне это очень мешает пользоваться сервисом, это происходит уже не первый раз, буду благодарен за помощь, это происходит уже не первый раз, очень надеюсь на ваше содействие, мне это очень мешает пользоваться сервисом, я уже пробовал разные способы, но ничего не помогло, мне это очень мешает пользоваться сервисом",1,1
"Здравствуйте, пожалуйста, заказ долго не приходит и статус не меняется, очень надеюсь на ваше содействие, заранее спасибо за ответ, прошу как можно скорее разобраться, мне это очень мешает пользоваться сервисом, заранее спасибо за ответ, мне это очень мешает пользоваться сервисом, раньше все работало нормально, мне это очень мешает пользоваться сервисом",1,1
"Привет, хочу изменить адрес доставки, но не могу, прошу как можно скорее разобраться, раньше все работало нормально, очень надеюсь на ваше содействие, заранее спасибо за ответ, очень надеюсь на ваше содействие, прошу как можно скорее разобраться, раньше все работало нормально, буду благодарен за помощь, прошу как можно скорее разобраться, это срочно для меня",1,1
"Здравствуйте, трек-номер не отслеживается, буду благодарен за помощь, прошу как можно скорее разобраться, это срочно для меня, не понимаю в чем причина, очень надеюсь на ваше содействие, раньше все работало нормально, буду благодарен за помощь, буду благодарен за помощь, прошу как можно скорее разобраться, очень надеюсь на ваше содействие, очень надеюсь на ваше содействие",1,1
"Добрый вечер, посылка отмечена как доставленная, но я её не получал, прошу как можно скорее разобраться, буду благодарен за помощь, прошу как можно скорее разобраться, я уже пробовал разные способы, но ничего не помогло, не понимаю в чем причина, заранее спасибо за ответ, раньше все работало нормально, раньше все работало нормально",1,1
"Добрый день, заказ долго не приходит и статус не меняется, буду благодарен за помощь, очень надеюсь на ваше содействие, это срочно для меня, мне это очень мешает пользоваться сервисом, это срочно для меня, это срочно для меня, буду благодарен за помощь, это происходит уже не первый раз, не понимаю в чем причина",1,1
"Привет, курьер не связался со мной перед доставкой, не понимаю в чем причина, раньше все работало нормально, я уже пробовал разные способы, но ничего не помогло, не понимаю в чем причина, это срочно для меня, это происходит уже не первый раз, я уже пробовал разные способы, но ничего не помогло",1,1
"Здравствуйте, курьер не связался со мной перед доставкой, очень надеюсь на ваше содействие, я уже пробовал разные способы, но ничего не помогло, очень надеюсь на ваше содействие, это происходит уже не первый раз, это срочно для меня, это срочно для меня, буду благодарен за помощь, это происходит уже не первый раз",1,1
"Добрый вечер, трек-номер не отслеживается, заранее спасибо за ответ, это срочно для меня, раньше все работало нормально, прошу как можно скорее разобраться, очень надеюсь на ваше содействие, буду благодарен за помощь, заранее спасибо за ответ, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом, не понимаю в чем причина",1,1
"Добрый вечер, трек-номер не отслеживается, мне это очень мешает пользоваться сервисом, очень надеюсь на ваше содействие, буду благодарен за помощь, очень надеюсь на ваше содействие, очень надеюсь на ваше содействие, не понимаю в чем причина, прошу как можно скорее разобраться, заранее спасибо за ответ, это происходит уже не первый раз",1,1
"Здравствуйте, хочу изменить адрес доставки, но не могу, раньше все работало нормально, буду благодарен за помощь, очень надеюсь на ваше содействие, это срочно для меня, это происходит уже не первый раз, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом, буду благодарен за помощь, это срочно для меня",1,1
"Привет, хочу изменить адрес доставки, но не могу, это срочно для меня, заранее спасибо за ответ, прошу как можно скорее разобраться, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться, я уже пробовал разные способы, но ничего не помогло, не понимаю в чем причина, буду благодарен за помощь",1,1
"Добрый день, хочу изменить адрес доставки, но не могу, очень надеюсь на ваше содействие, мне это очень мешает пользоваться сервисом, это происходит уже не первый раз, не понимаю в чем причина, прошу как можно скорее разобраться, это происходит уже не первый раз, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться",1,1
"Здравствуйте, посылка отмечена как доставленная, но я её не получал, я уже пробовал разные способы, но ничего не помогло, раньше все работало нормально, мне это очень мешает пользоваться сервисом, это происходит уже не первый раз, это срочно для меня, раньше все работало нормально, заранее спасибо за ответ, мне это очень мешает пользоваться сервисом",1,1
"Привет, хочу изменить адрес доставки, но не могу, это происходит уже не первый раз, буду благодарен за помощь, очень надеюсь на ваше содействие, буду благодарен за помощь, заранее спасибо за ответ, это срочно для меня, это происходит уже не первый раз, это происходит уже не первый раз, раньше все работало нормально",1,1
"Привет, хочу изменить адрес доставки, но не могу, я уже пробовал разные способы, но ничего не помогло, очень надеюсь на ваше содействие, это происходит уже не первый раз, не понимаю в чем причина, я уже пробовал разные способы, но ничего не помогло, очень надеюсь на ваше содействие, я уже пробовал разные способы, но ничего не помогло",1,1
"Добрый день, трек-номер не отслеживается, мне это очень мешает пользоваться сервисом, прошу как можно скорее разобраться, это происходит уже не первый раз, прошу как можно скорее разобраться, мне это очень мешает пользоваться сервисом, очень надеюсь на ваше содействие, мне это очень мешает пользоваться сервисом, заранее спасибо за ответ, прошу как можно скорее разобраться",1,1
"Привет, заказ долго не приходит и статус не меняется, не понимаю в чем причина, мне это очень мешает пользоваться сервисом, раньше все работало нормально, буду благодарен за помощь, буду благодарен за помощь, раньше все работало нормально, это срочно для меня, раньше все работало нормально, очень надеюсь на ваше содействие, заранее спасибо за ответ",1,1
"Здравствуйте, пожалуйста, посылка отмечена как доставленная, но я её не получал, буду благодарен за помощь, это срочно для меня, не понимаю в чем причина, это срочно для меня, я уже пробовал разные способы, но ничего не помогло, очень надеюсь на ваше содействие, раньше все работало нормально, буду благодарен за помощь",1,1
"Добрый вечер, курьер не связался со мной перед доставкой, прошу как можно скорее разобраться, мне это очень мешает пользоваться сервисом, раньше все работало нормально, буду благодарен за помощь, прошу как можно скорее разобраться, это происходит уже не первый раз, я уже пробовал разные способы, но ничего не помогло, прошу как можно скорее разобраться",1,1
"Здравствуйте, пожалуйста, заказ долго не приходит и статус не меняется, заранее спасибо за ответ, это срочно для меня, буду благодарен за помощь, это срочно для меня, я уже пробовал разные способы, но ничего не помогло, раньше все работало нормально, прошу как можно скорее разобраться, я уже пробовал разные способы, но ничего не помогло",1,1
"Добрый день, хочу изменить адрес доставки, но не могу, не понимаю в чем причина, заранее спасибо за ответ, это срочно для меня, раньше все работало нормально, мне это очень мешает пользоваться сервисом, буду благодарен за помощь, раньше все работало нормально, это происходит уже не первый раз, заранее спасибо за ответ",1,1
"Здравствуйте, трек-номер не отслеживается, очень надеюсь на ваше содействие, прошу как можно скорее разобраться, очень надеюсь на ваше содействие, очень надеюсь на ваше содействие, не понимаю в чем причина, это происходит уже не первый раз, буду благодарен за помощь, не понимаю в чем причина, буду благодарен за помощь, не понимаю в чем причина",1,1
"Добрый вечер, трек-номер не отслеживается, я уже пробовал разные способы, но ничего не помогло, это происходит уже не первый раз, это происходит уже не первый раз, это срочно для меня, раньше все работало нормально, я уже пробовал разные способы, но ничего не помогло, это происходит уже не первый раз, я уже пробовал разные способы, но ничего не помогло",1,1
"Добрый день, заказ долго не приходит и статус не меняется, не понимаю в чем причина, я уже пробовал разные способы, но ничего не помогло, не понимаю в чем причина, раньше все работало нормально, я уже пробовал разные способы, но ничего не помогло, прошу как можно скорее разобраться, буду благодарен за помощь",1,1
"Добрый вечер, трек-номер не отслеживается, очень надеюсь на ваше содействие, очень надеюсь на ваше содействие, не понимаю в чем причина, очень надеюсь на ваше содействие, очень надеюсь на ваше содействие, очень надеюсь на ваше содействие, прошу как можно скорее разобраться, очень надеюсь на ваше содействие, я уже пробовал разные способы, но ничего не помогло",1,1
